invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late,epsilon
INV-2023-0110,2023-03-09,3,2023-03-10,Net 1,1,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,32750.03,6.25,2046.88,1.0,2023-04-08,1,0.5
INV-2024-0249,2023-02-05,2,2023-05-06,Net 90,90,USD,V085,Nexus Security Inc,"3286 Commerce Blvd, Atlanta, WA 70774",billing@nexus-security.com,IV-3245909,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,46492.66,8.5,3951.88,167751.68,2023-06-13,1,0.5
INV-2022-0180,2021-01-01,1,2021-01-02,Net 1,1,USD,V037,Delta Logistics Co,"4773 Tech Park Way, Miami, OH 75215",billing@delta-logistics.com,BF-1317537,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,26474.41,6.25,1654.65,1.0,2021-01-13,1,0.5
INV-2024-0055,2021-01-01,1,2021-02-06,Net 36,36,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,15041.91,7.5,1128.14,1.0,2021-02-06,0,0.5
INV-2024-0234,2025-12-31,12,2026-03-31,Net 90,90,USD,V017,Nexus Labs Group,"817 Market St, Austin, AZ 15486",billing@nexus-labs.com,PU-8990340,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,10019.34,8.0,801.55,49452.68,2026-03-31,0,0.5
INV-2022-0086,2023-02-02,2,2023-04-08,Net 65,65,USD,V037,Delta Logistics Co,"4773 Tech Park Way, Miami, OH 75215",billing@delta-logistics.com,BF-1317537,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,37083.82,7.0,2595.87,1.0,2023-04-08,0,0.5
INV-2024-0256,2024-01-07,1,2024-01-08,Net 1,1,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,1009.08,6.25,63.07,12846.64,2024-01-08,0,0.5
INV-2022-0133,2021-01-01,1,2021-02-22,Net 52,52,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,15938.03,7.5,1195.35,111599.13,2021-03-22,1,0.5
INV-2023-0091,2022-09-20,9,2022-09-21,Net 1,1,USD,V001,Metro Legal Co,"5791 Enterprise Ave, Miami, FL 64021",billing@metro-legal.com,MT-6143901,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,49588.96,6.25,3099.31,261862.99,2022-09-21,0,0.5
INV-2024-0269,2025-01-12,1,2025-03-30,Net 77,77,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,22914.28,8.5,1947.71,78197.64,2025-04-08,1,0.5
INV-2024-0082,2024-07-14,7,2024-07-31,Net 17,17,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,14011.02,9.0,1260.99,60354.04,2024-07-31,0,0.5
INV-2024-0223,2024-09-09,9,2024-12-08,Net 90,90,USD,V025,Acme Supplies Group,"7676 Innovation Rd, Dallas, OH 77641",billing@acme-supplies.com,LM-5848287,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,9874.97,8.5,839.37,81536.05,2024-12-17,1,0.5
INV-2023-0232,2021-04-28,4,2021-07-27,Net 90,90,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,29105.61,7.5,2182.92,1.0,2021-07-30,1,0.5
INV-2024-0243,2025-10-29,10,2025-10-30,Net 1,1,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,39318.21,7.5,2948.87,138211.52,2025-12-13,1,0.5
INV-2023-0093,2025-12-31,12,2026-03-21,Net 80,80,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,42878.56,7.0,3001.5,21657.05,2026-03-21,0,0.5
INV-2022-0178,2022-08-31,8,2022-09-01,Net 1,1,USD,V087,Bright Energy LLC,"5575 Trade Center Dr, New York, CA 49952",billing@bright-energy.com,EY-6888997,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,34707.26,6.25,2169.2,219016.91,2022-09-01,0,0.5
INV-2023-0234,2025-12-31,12,2026-03-31,Net 90,90,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,17434.33,6.25,1089.65,1.0,2026-03-31,0,0.5
INV-2022-0157,2024-12-04,12,2025-02-19,Net 77,77,USD,V086,Swift Consulting Group,"6909 Venture Blvd, Houston, GA 84532",billing@swift-consulting.com,KF-2014929,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,6287.72,8.25,518.74,66872.13,2025-03-06,1,0.5
INV-2022-0090,2021-01-01,1,2021-03-12,Net 70,70,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,18079.02,7.5,1355.93,40168.02,2021-04-04,1,0.5
INV-2022-0145,2021-03-29,3,2021-03-30,Net 1,1,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",27,5739.74,7.5,430.48,18365.5,2021-03-30,0,0.5
INV-2024-0258,2024-02-12,2,2024-05-12,Net 90,90,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20837.43,7.0,1458.62,1.0,2024-05-20,1,0.5
INV-2023-0100,2021-01-01,1,2021-02-16,Net 46,46,USD,V075,Titan Energy Co,"6804 Corporate Ln, Dallas, GA 12482",billing@titan-energy.com,XS-8433533,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,5387.49,8.25,444.47,79676.28,2021-04-02,1,0.5
INV-2023-0049,2021-11-24,11,2021-12-04,Net 10,10,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,44837.05,7.0,3138.59,92705.72,2021-12-04,0,0.5
INV-2024-0143,2024-12-17,12,2024-12-18,Net 1,1,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,26848.45,8.0,2147.88,1.0,2024-12-18,0,0.5
INV-2022-0109,2022-10-30,10,2022-10-31,Net 1,1,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,15169.7,8.25,1251.5,1.0,2022-10-31,0,0.5
INV-2023-0014,2025-04-12,4,2025-05-18,Net 36,36,USD,V092,Pinnacle Capital Co,"7579 Commerce Blvd, Seattle, FL 84478",billing@pinnacle-capital.com,TS-6703394,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,2073.03,7.0,145.11,199576.52,2025-05-18,0,0.5
INV-2022-0204,2023-05-21,5,2023-08-19,Net 90,90,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,1848.88,6.25,115.56,30121.55,2023-08-19,0,0.5
INV-2024-0013,2021-02-20,2,2021-02-21,Net 1,1,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,28934.62,6.25,1808.41,194342.04,2021-02-21,0,0.5
INV-2024-0118,2021-06-04,6,2021-08-22,Net 79,79,USD,V054,Swift Medical Group,"324 Market St, Dallas, TX 88477",billing@swift-medical.com,FE-9671370,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",31,41124.46,8.5,3495.58,172039.55,2021-08-22,0,0.5
INV-2023-0003,2021-01-16,1,2021-03-27,Net 70,70,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,3063.4,8.5,260.39,67662.09,2021-04-13,1,0.5
INV-2024-0239,2025-12-12,12,2026-02-26,Net 76,76,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,24365.54,8.5,2071.07,34114.98,2026-03-12,1,0.5
INV-2022-0092,2021-01-01,1,2021-04-01,Net 90,90,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,41269.37,7.5,3095.2,30031.06,2021-04-01,0,0.5
INV-2024-0230,2024-08-20,8,2024-08-21,Net 1,1,USD,V031,Titan Capital LLC,"2971 Industrial Dr, San Francisco, GA 11015",billing@titan-capital.com,AV-9416320,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,1329.44,8.25,109.68,103884.23,2024-08-21,0,0.5
INV-2023-0213,2025-12-31,12,2026-03-27,Net 86,86,USD,V049,Global Freight Corp,"2572 Enterprise Ave, New York, FL 64553",billing@global-freight.com,BX-2314532,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,2116.62,8.25,174.62,232427.03,2026-03-27,0,0.5
INV-2023-0116,2025-12-31,12,2026-01-01,Net 1,1,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,48571.97,6.25,3035.75,1.0,2026-01-01,0,0.5
INV-2022-0062,2021-01-01,1,2021-04-01,Net 90,90,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,21174.52,9.0,1905.71,202766.87,2021-04-01,0,0.5
INV-2022-0208,2023-03-16,3,2023-06-14,Net 90,90,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33258.0,6.25,2078.62,110422.86,2023-06-14,0,0.5
INV-2023-0050,2022-03-08,3,2022-06-06,Net 90,90,USD,V020,Titan Systems LLC,"2639 Commerce Blvd, New York, GA 31677",billing@titan-systems.com,MH-7646705,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,20458.78,8.0,1636.7,1.0,2022-06-06,0,0.5
INV-2022-0080,2022-01-26,1,2022-01-27,Net 1,1,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",28,45013.39,7.0,3150.94,16887.88,2022-02-28,1,0.5
INV-2022-0198,2022-09-28,9,2022-10-29,Net 31,31,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33953.23,8.5,2886.02,6084.79,2022-11-13,1,0.5
INV-2024-0010,2024-07-04,7,2024-08-20,Net 47,47,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,41451.46,8.5,3523.37,1.0,2024-09-15,1,0.5
INV-2023-0164,2025-12-01,12,2025-12-02,Net 1,1,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,35650.68,7.5,2673.8,183798.7,2025-12-26,1,0.5
INV-2024-0203,2021-01-01,1,2021-04-01,Net 90,90,USD,V015,Prime Parts Group,"3540 Corporate Ln, Miami, CO 78450",billing@prime-parts.com,IQ-6781565,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,15995.98,7.0,1119.72,30788.89,2021-04-01,0,0.5
INV-2022-0238,2021-10-03,10,2021-12-25,Net 83,83,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,5023.02,8.5,426.96,27011.27,2021-12-25,0,0.5
INV-2024-0066,2022-01-28,1,2022-03-02,Net 33,33,USD,V069,Titan Security Corp,"1892 Enterprise Ave, San Francisco, AZ 11645",billing@titan-security.com,DV-7671318,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,36709.07,7.5,2753.18,1.0,2022-03-02,0,0.5
INV-2024-0059,2025-12-31,12,2026-03-31,Net 90,90,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,47187.15,8.25,3892.94,193904.42,2026-04-04,1,0.5
INV-2024-0235,2024-12-30,12,2025-03-29,Net 89,89,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,12932.88,7.0,905.3,70214.76,2025-03-29,0,0.5
INV-2024-0266,2022-12-27,12,2023-03-27,Net 90,90,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,45128.36,8.5,3835.91,276348.13,2023-03-30,1,0.5
INV-2024-0278,2025-04-11,4,2025-07-10,Net 90,90,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,34986.41,9.0,3148.78,1.0,2025-08-20,1,0.5
INV-2022-0251,2021-03-31,3,2021-04-01,Net 1,1,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,22308.39,6.25,1394.27,289239.06,2021-04-12,1,0.5
INV-2024-0224,2025-03-31,3,2025-04-05,Net 5,5,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,1775.6,8.0,142.05,1.0,2025-04-19,1,0.5
INV-2023-0244,2023-12-15,12,2023-12-16,Net 1,1,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,15572.38,6.25,973.27,207161.18,2024-01-04,1,0.5
INV-2023-0151,2024-01-06,1,2024-01-07,Net 1,1,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",38,25096.33,9.0,2258.67,1.0,2024-02-04,1,0.5
INV-2023-0228,2023-08-23,8,2023-09-21,Net 29,29,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,22391.49,7.0,1567.4,1.0,2023-09-21,0,0.5
INV-2024-0041,2021-01-01,1,2021-01-30,Net 29,29,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,3093.37,7.5,232.0,1.0,2021-01-30,0,0.5
INV-2023-0161,2025-12-31,12,2026-01-01,Net 1,1,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,12132.22,8.25,1000.91,28359.84,2026-01-01,0,0.5
INV-2023-0167,2023-08-08,8,2023-08-09,Net 1,1,USD,V045,Apex Freight Co,"6909 Innovation Rd, Austin, GA 15122",billing@apex-freight.com,OW-4708654,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,11958.02,7.0,837.06,61685.93,2023-08-09,0,0.5
INV-2023-0092,2021-06-02,6,2021-08-31,Net 90,90,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",33,21290.2,7.5,1596.77,1.0,2021-09-26,1,0.5
INV-2024-0186,2021-01-01,1,2021-03-16,Net 74,74,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,16028.47,9.0,1442.56,1.0,2021-03-28,1,0.5
INV-2023-0098,2021-06-04,6,2021-06-05,Net 1,1,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,48703.12,7.0,3409.22,65304.56,2021-07-02,1,0.5
INV-2022-0019,2022-08-28,8,2022-11-26,Net 90,90,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,45260.04,9.0,4073.4,212617.84,2022-11-26,0,0.5
INV-2023-0024,2022-09-12,9,2022-09-13,Net 1,1,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20819.54,7.5,1561.47,1.0,2022-09-13,0,0.5
INV-2024-0216,2025-12-24,12,2025-12-30,Net 6,6,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,40956.61,8.25,3378.92,290698.81,2026-02-04,1,0.5
INV-2024-0089,2024-05-24,5,2024-07-09,Net 46,46,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,43599.08,8.5,3705.92,38391.21,2024-07-23,1,0.5
INV-2024-0072,2024-03-10,3,2024-04-26,Net 47,47,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,43596.38,8.25,3596.7,159198.51,2024-04-26,0,0.5
INV-2023-0067,2022-02-16,2,2022-02-17,Net 1,1,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",22,34843.38,8.0,2787.47,1.0,2022-03-31,1,0.5
INV-2023-0258,2025-05-07,5,2025-05-08,Net 1,1,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",48,38127.97,8.0,3050.24,182247.96,2025-05-08,0,0.5
INV-2024-0276,2025-12-31,12,2026-01-01,Net 1,1,USD,V025,Acme Supplies Group,"7676 Innovation Rd, Dallas, OH 77641",billing@acme-supplies.com,LM-5848287,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,20681.93,7.0,1447.74,191229.02,2026-02-06,1,0.5
INV-2023-0249,2021-01-01,1,2021-04-01,Net 90,90,USD,V030,Delta Solutions Group,"2879 Tech Park Way, New York, CA 66178",billing@delta-solutions.com,EO-6187480,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,35009.6,8.25,2888.29,86067.78,2021-04-30,1,0.5
INV-2022-0102,2021-01-01,1,2021-01-02,Net 1,1,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,44836.65,8.0,3586.93,41551.25,2021-01-21,1,0.5
INV-2024-0138,2021-10-12,10,2021-11-15,Net 34,34,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,33783.0,6.25,2111.44,1.0,2021-12-17,1,0.5
INV-2024-0077,2023-10-30,10,2024-01-03,Net 65,65,USD,V004,Metro Medical Inc,"7905 Business Pkwy, Atlanta, WA 66556",billing@metro-medical.com,UA-8474447,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",36,2742.08,9.0,246.79,1.0,2024-01-03,0,0.5
INV-2023-0177,2024-09-28,9,2024-09-29,Net 1,1,USD,V037,Delta Logistics Co,"4773 Tech Park Way, Miami, OH 75215",billing@delta-logistics.com,BF-1317537,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,13896.88,7.0,972.78,103724.84,2024-10-08,1,0.5
INV-2022-0201,2022-09-17,9,2022-12-16,Net 90,90,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,48875.36,8.5,4154.41,12054.09,2023-01-20,1,0.5
INV-2024-0004,2023-11-30,11,2023-12-01,Net 1,1,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,49266.14,7.0,3448.63,1.0,2023-12-11,1,0.5
INV-2022-0188,2025-12-31,12,2026-03-31,Net 90,90,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,25285.19,8.5,2149.24,48064.9,2026-05-01,1,0.5
INV-2022-0075,2023-02-05,2,2023-05-06,Net 90,90,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,28031.44,8.0,2242.52,1.0,2023-05-06,0,0.5
INV-2024-0100,2024-01-15,1,2024-01-16,Net 1,1,USD,V050,Alpha Logistics Inc,"1560 Business Pkwy, San Francisco, OH 11605",billing@alpha-logistics.com,WP-3255363,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,44550.71,8.0,3564.06,75625.87,2024-02-13,1,0.5
INV-2024-0181,2023-05-13,5,2023-05-14,Net 1,1,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,13024.8,8.0,1041.98,17705.74,2023-06-09,1,0.5
INV-2024-0191,2025-05-11,5,2025-08-06,Net 87,87,USD,V075,Titan Energy Co,"6804 Corporate Ln, Dallas, GA 12482",billing@titan-energy.com,XS-8433533,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,33855.03,8.25,2793.04,86227.76,2025-08-09,1,0.5
INV-2024-0084,2025-12-31,12,2026-01-15,Net 15,15,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,38408.54,7.0,2688.6,58907.48,2026-01-15,0,0.5
INV-2024-0177,2025-12-31,12,2026-01-31,Net 31,31,USD,V030,Delta Solutions Group,"2879 Tech Park Way, New York, CA 66178",billing@delta-solutions.com,EO-6187480,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,7598.07,8.25,626.84,15172.03,2026-01-31,0,0.5
INV-2024-0157,2024-02-19,2,2024-05-19,Net 90,90,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,31453.84,6.25,1965.87,281356.72,2024-05-19,0,0.5
INV-2024-0236,2024-02-28,2,2024-02-29,Net 1,1,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,11010.53,6.25,688.16,10441.59,2024-02-29,0,0.5
INV-2022-0061,2024-01-10,1,2024-04-09,Net 90,90,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,17395.27,7.0,1217.67,71378.11,2024-04-09,0,0.5
