invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late
INV-2024-0055,2024-03-07,3,2024-03-22,Net 15,15,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,15041.91,7.5,1128.14,16170.05,2024-03-22,0
INV-2024-0234,2024-10-21,10,2024-11-20,Net 30,30,USD,V017,Nexus Labs Group,"817 Market St, Austin, AZ 15486",billing@nexus-labs.com,PU-8990340,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,10019.34,8.0,801.55,10820.89,2024-11-20,0
INV-2022-0086,2022-04-29,4,2022-06-13,Net 45,45,USD,V037,Delta Logistics Co,"4773 Tech Park Way, Miami, OH 75215",billing@delta-logistics.com,BF-1317537,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,37083.82,7.0,2595.87,39679.69,2022-06-13,0
INV-2024-0256,2024-11-24,11,2024-12-24,Net 30,30,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,1009.08,6.25,63.07,1072.15,2024-12-24,0
INV-2022-0133,2022-07-17,7,2022-08-16,Net 30,30,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,15938.03,7.5,1195.35,17133.38,2022-09-13,1
INV-2023-0091,2023-04-30,4,2023-05-30,Net 30,30,USD,V001,Metro Legal Co,"5791 Enterprise Ave, Miami, FL 64021",billing@metro-legal.com,MT-6143901,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,49588.96,6.25,3099.31,52688.27,2023-05-30,0
INV-2024-0269,2024-12-18,12,2025-02-16,Net 60,60,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,22914.28,8.5,1947.71,24861.99,2025-02-25,1
INV-2024-0082,2024-04-16,4,2024-06-15,Net 60,60,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,14011.02,9.0,1260.99,15272.01,2024-06-15,0
INV-2024-0223,2024-10-05,10,2024-11-19,Net 45,45,USD,V025,Acme Supplies Group,"7676 Innovation Rd, Dallas, OH 77641",billing@acme-supplies.com,LM-5848287,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,9874.97,8.5,839.37,10714.34,2024-11-28,1
INV-2023-0232,2023-11-22,11,2024-01-21,Net 60,60,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,29105.61,7.5,2182.92,31288.53,2024-01-24,1
INV-2024-0243,2024-11-01,11,2024-12-16,Net 45,45,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,39318.21,7.5,2948.87,42267.08,2025-01-29,1
INV-2023-0093,2023-05-05,5,2023-06-19,Net 45,45,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,42878.56,7.0,3001.5,45880.06,2023-06-19,0
INV-2022-0178,2022-10-03,10,2022-12-02,Net 60,60,USD,V087,Bright Energy LLC,"5575 Trade Center Dr, New York, CA 49952",billing@bright-energy.com,EY-6888997,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,34707.26,6.25,2169.2,36876.46,2022-12-02,0
INV-2023-0234,2023-11-24,11,2023-12-24,Net 30,30,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,17434.33,6.25,1089.65,18523.98,2023-12-24,0
INV-2022-0157,2022-08-30,8,2022-09-14,Net 15,15,USD,V086,Swift Consulting Group,"6909 Venture Blvd, Houston, GA 84532",billing@swift-consulting.com,KF-2014929,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,6287.72,8.25,518.74,6806.46,2022-09-29,1
INV-2022-0090,2022-05-06,5,2022-05-21,Net 15,15,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,18079.02,7.5,1355.93,19434.95,2022-06-13,1
INV-2022-0145,2022-08-05,8,2022-09-19,Net 45,45,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,5739.74,7.5,430.48,6170.22,2022-09-19,0
INV-2024-0258,2024-11-28,11,2025-01-27,Net 60,60,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,20837.43,7.0,1458.62,22296.05,2025-02-04,1
INV-2023-0100,2023-05-10,5,2023-05-25,Net 15,15,USD,V075,Titan Energy Co,"6804 Corporate Ln, Dallas, GA 12482",billing@titan-energy.com,XS-8433533,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,5387.49,8.25,444.47,5831.96,2023-07-09,1
INV-2023-0049,2023-03-03,3,2023-03-18,Net 15,15,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,44837.05,7.0,3138.59,47975.64,2023-03-18,0
INV-2024-0143,2024-07-07,7,2024-08-21,Net 45,45,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,26848.45,8.0,2147.88,28996.33,2024-08-21,0
INV-2022-0109,2022-05-31,5,2022-07-15,Net 45,45,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,15169.7,8.25,1251.5,16421.2,2022-07-15,0
INV-2023-0014,2023-01-19,1,2023-02-18,Net 30,30,USD,V092,Pinnacle Capital Co,"7579 Commerce Blvd, Seattle, FL 84478",billing@pinnacle-capital.com,TS-6703394,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,2073.03,7.0,145.11,2218.14,2023-02-18,0
INV-2022-0204,2022-11-04,11,2022-12-19,Net 45,45,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,1848.88,6.25,115.56,1964.44,2022-12-19,0
INV-2024-0013,2024-01-16,1,2024-01-31,Net 15,15,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,28934.62,6.25,1808.41,30743.03,2024-01-31,0
INV-2024-0118,2024-06-10,6,2024-07-10,Net 30,30,USD,V054,Swift Medical Group,"324 Market St, Dallas, TX 88477",billing@swift-medical.com,FE-9671370,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,41124.46,8.5,3495.58,44620.04,2024-07-10,0
INV-2023-0003,2023-01-10,1,2023-03-11,Net 60,60,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,3063.4,8.5,260.39,3323.79,2023-03-28,1
INV-2024-0239,2024-10-28,10,2024-11-12,Net 15,15,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,24365.54,8.5,2071.07,26436.61,2024-11-26,1
INV-2022-0092,2022-05-09,5,2022-05-24,Net 15,15,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,41269.37,7.5,3095.2,44364.57,2022-05-24,0
INV-2024-0230,2024-10-11,10,2024-10-26,Net 15,15,USD,V031,Titan Capital LLC,"2971 Industrial Dr, San Francisco, GA 11015",billing@titan-capital.com,AV-9416320,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,1329.44,8.25,109.68,1439.12,2024-10-26,0
INV-2023-0213,2023-10-31,10,2023-12-15,Net 45,45,USD,V049,Global Freight Corp,"2572 Enterprise Ave, New York, FL 64553",billing@global-freight.com,BX-2314532,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,2116.62,8.25,174.62,2291.24,2023-12-15,0
INV-2023-0116,2023-06-01,6,2023-07-01,Net 30,30,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,48571.97,6.25,3035.75,51607.72,2023-07-01,0
INV-2022-0062,2022-03-27,3,2022-04-11,Net 15,15,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,21174.52,9.0,1905.71,23080.23,2022-04-11,0
INV-2022-0208,2022-11-07,11,2022-12-22,Net 45,45,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,33258.0,6.25,2078.62,35336.62,2022-12-22,0
INV-2023-0050,2023-03-03,3,2023-05-02,Net 60,60,USD,V020,Titan Systems LLC,"2639 Commerce Blvd, New York, GA 31677",billing@titan-systems.com,MH-7646705,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,20458.78,8.0,1636.7,22095.48,2023-05-02,0
INV-2022-0080,2022-04-24,4,2022-05-09,Net 15,15,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,45013.39,7.0,3150.94,48164.33,2022-06-10,1
INV-2022-0198,2022-10-30,10,2022-11-14,Net 15,15,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,33953.23,8.5,2886.02,36839.25,2022-11-29,1
INV-2024-0010,2024-01-14,1,2024-03-14,Net 60,60,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,41451.46,8.5,3523.37,44974.83,2024-04-09,1
INV-2023-0164,2023-08-11,8,2023-10-10,Net 60,60,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,35650.68,7.5,2673.8,38324.48,2023-11-03,1
INV-2024-0203,2024-09-13,9,2024-10-28,Net 45,45,USD,V015,Prime Parts Group,"3540 Corporate Ln, Miami, CO 78450",billing@prime-parts.com,IQ-6781565,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,15995.98,7.0,1119.72,17115.7,2024-10-28,0
INV-2022-0238,2022-12-11,12,2023-02-09,Net 60,60,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,5023.02,8.5,426.96,5449.98,2023-02-09,0
INV-2024-0066,2024-03-24,3,2024-04-08,Net 15,15,USD,V069,Titan Security Corp,"1892 Enterprise Ave, San Francisco, AZ 11645",billing@titan-security.com,DV-7671318,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,36709.07,7.5,2753.18,39462.25,2024-04-08,0
INV-2024-0059,2024-03-11,3,2024-03-26,Net 15,15,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,47187.15,8.25,3892.94,51080.09,2024-03-30,1
INV-2024-0235,2024-10-21,10,2024-12-05,Net 45,45,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,12932.88,7.0,905.3,13838.18,2024-12-05,0
INV-2024-0266,2024-12-12,12,2024-12-27,Net 15,15,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,45128.36,8.5,3835.91,48964.27,2024-12-30,1
INV-2024-0278,2024-12-28,12,2025-02-11,Net 45,45,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,34986.41,9.0,3148.78,38135.19,2025-03-24,1
INV-2022-0251,2022-12-27,12,2023-01-11,Net 15,15,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,22308.39,6.25,1394.27,23702.66,2023-01-22,1
INV-2024-0224,2024-10-06,10,2024-11-20,Net 45,45,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,1775.6,8.0,142.05,1917.65,2024-12-04,1
INV-2023-0244,2023-12-05,12,2024-01-04,Net 30,30,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,15572.38,6.25,973.27,16545.65,2024-01-23,1
INV-2023-0151,2023-07-29,7,2023-08-13,Net 15,15,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,25096.33,9.0,2258.67,27355.0,2023-09-10,1
INV-2023-0228,2023-11-19,11,2023-12-04,Net 15,15,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,22391.49,7.0,1567.4,23958.89,2023-12-04,0
INV-2024-0041,2024-02-20,2,2024-03-21,Net 30,30,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,3093.37,7.5,232.0,3325.37,2024-03-21,0
INV-2023-0161,2023-08-08,8,2023-09-07,Net 30,30,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,12132.22,8.25,1000.91,13133.13,2023-09-07,0
INV-2023-0167,2023-08-12,8,2023-09-26,Net 45,45,USD,V045,Apex Freight Co,"6909 Innovation Rd, Austin, GA 15122",billing@apex-freight.com,OW-4708654,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,11958.02,7.0,837.06,12795.08,2023-09-26,0
INV-2023-0092,2023-05-04,5,2023-06-03,Net 30,30,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,21290.2,7.5,1596.77,22886.97,2023-06-29,1
INV-2024-0186,2024-08-28,8,2024-09-27,Net 30,30,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,16028.47,9.0,1442.56,17471.03,2024-10-09,1
INV-2023-0098,2023-05-09,5,2023-05-24,Net 15,15,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,48703.12,7.0,3409.22,52112.34,2023-06-20,1
INV-2022-0019,2022-01-19,1,2022-03-05,Net 45,45,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,45260.04,9.0,4073.4,49333.44,2022-03-05,0
INV-2023-0024,2023-02-01,2,2023-04-02,Net 60,60,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,20819.54,7.5,1561.47,22381.01,2023-04-02,0
INV-2024-0216,2024-09-27,9,2024-11-26,Net 60,60,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,40956.61,8.25,3378.92,44335.53,2025-01-01,1
INV-2024-0089,2024-04-30,4,2024-05-30,Net 30,30,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,43599.08,8.5,3705.92,47305.0,2024-06-13,1
INV-2024-0072,2024-04-01,4,2024-05-16,Net 45,45,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,43596.38,8.25,3596.7,47193.08,2024-05-16,0
INV-2023-0067,2023-03-31,3,2023-05-15,Net 45,45,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,34843.38,8.0,2787.47,37630.85,2023-06-26,1
INV-2023-0258,2023-12-26,12,2024-02-24,Net 60,60,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,38127.97,8.0,3050.24,41178.21,2024-02-24,0
INV-2024-0276,2024-12-24,12,2025-01-23,Net 30,30,USD,V025,Acme Supplies Group,"7676 Innovation Rd, Dallas, OH 77641",billing@acme-supplies.com,LM-5848287,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,20681.93,7.0,1447.74,22129.67,2025-02-28,1
INV-2023-0249,2023-12-12,12,2023-12-27,Net 15,15,USD,V030,Delta Solutions Group,"2879 Tech Park Way, New York, CA 66178",billing@delta-solutions.com,EO-6187480,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,35009.6,8.25,2888.29,37897.89,2024-01-25,1
INV-2022-0102,2022-05-23,5,2022-06-22,Net 30,30,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,44836.65,8.0,3586.93,48423.58,2022-07-11,1
INV-2024-0138,2024-07-05,7,2024-08-04,Net 30,30,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,33783.0,6.25,2111.44,35894.44,2024-09-05,1
INV-2024-0077,2024-04-07,4,2024-05-07,Net 30,30,USD,V004,Metro Medical Inc,"7905 Business Pkwy, Atlanta, WA 66556",billing@metro-medical.com,UA-8474447,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,2742.08,9.0,246.79,2988.87,2024-05-07,0
INV-2023-0177,2023-08-28,8,2023-09-27,Net 30,30,USD,V037,Delta Logistics Co,"4773 Tech Park Way, Miami, OH 75215",billing@delta-logistics.com,BF-1317537,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,13896.88,7.0,972.78,14869.66,2023-10-06,1
INV-2022-0201,2022-11-01,11,2022-12-16,Net 45,45,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,48875.36,8.5,4154.41,53029.77,2023-01-20,1
INV-2024-0004,2024-01-06,1,2024-01-21,Net 15,15,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,49266.14,7.0,3448.63,52714.77,2024-01-31,1
INV-2022-0188,2022-10-18,10,2022-11-17,Net 30,30,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,25285.19,8.5,2149.24,27434.43,2022-12-18,1
INV-2022-0075,2022-04-12,4,2022-04-27,Net 15,15,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,28031.44,8.0,2242.52,30273.96,2022-04-27,0
INV-2024-0100,2024-05-16,5,2024-07-15,Net 60,60,USD,V050,Alpha Logistics Inc,"1560 Business Pkwy, San Francisco, OH 11605",billing@alpha-logistics.com,WP-3255363,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,44550.71,8.0,3564.06,48114.77,2024-08-12,1
INV-2024-0181,2024-08-25,8,2024-09-24,Net 30,30,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,13024.8,8.0,1041.98,14066.78,2024-10-20,1
INV-2024-0191,2024-08-31,8,2024-10-30,Net 60,60,USD,V075,Titan Energy Co,"6804 Corporate Ln, Dallas, GA 12482",billing@titan-energy.com,XS-8433533,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,33855.03,8.25,2793.04,36648.07,2024-11-02,1
INV-2024-0084,2024-04-21,4,2024-05-06,Net 15,15,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,38408.54,7.0,2688.6,41097.14,2024-05-06,0
INV-2024-0177,2024-08-19,8,2024-10-18,Net 60,60,USD,V030,Delta Solutions Group,"2879 Tech Park Way, New York, CA 66178",billing@delta-solutions.com,EO-6187480,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,7598.07,8.25,626.84,8224.91,2024-10-18,0
INV-2024-0157,2024-07-30,7,2024-09-28,Net 60,60,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,31453.84,6.25,1965.87,33419.71,2024-09-28,0
INV-2024-0236,2024-10-23,10,2024-11-07,Net 15,15,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,11010.53,6.25,688.16,11698.69,2024-11-07,0
INV-2022-0061,2022-03-26,3,2022-04-10,Net 15,15,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,17395.27,7.0,1217.67,18612.94,2022-04-10,0
INV-2022-0222,2022-11-24,11,2023-01-23,Net 60,60,USD,V012,Beacon Tech LLC,"517 Tech Park Way, Atlanta, GA 13267",billing@beacon-tech.com,ZU-3922097,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,23534.18,6.25,1470.89,25005.07,2023-01-23,0
INV-2024-0068,2024-03-26,3,2024-05-25,Net 60,60,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,24394.32,7.0,1707.6,26101.92,2024-05-25,0
INV-2023-0065,2023-03-30,3,2023-05-29,Net 60,60,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,33359.31,8.5,2835.54,36194.85,2023-05-29,0
INV-2023-0189,2023-09-21,9,2023-11-20,Net 60,60,USD,V015,Prime Parts Group,"3540 Corporate Ln, Miami, CO 78450",billing@prime-parts.com,IQ-6781565,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,29055.62,8.25,2397.09,31452.71,2023-12-11,1
INV-2023-0212,2023-10-27,10,2023-11-26,Net 30,30,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,42071.11,8.5,3576.04,45647.15,2023-11-26,0
