invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late,epsilon
INV-2024-0243,2025-03-14,3,2025-03-15,Net 1,1,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,39318.21,7.5,2948.87,42042.91,2025-04-28,1,1.0
INV-2023-0093,2022-12-20,12,2023-03-20,Net 90,90,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,42878.56,7.0,3001.5,174669.29,2023-03-20,0,1.0
INV-2022-0178,2024-01-24,1,2024-03-26,Net 62,62,USD,V087,Bright Energy LLC,"5575 Trade Center Dr, New York, CA 49952",billing@bright-energy.com,EY-6888997,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",32,34707.26,6.25,2169.2,22111.26,2024-03-26,0,1.0
INV-2023-0234,2025-12-31,12,2026-02-06,Net 37,37,USD,V066,Global Marketing Co,"5879 Venture Blvd, Chicago, OH 22999",billing@global-marketing.com,WO-9464685,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,17434.33,6.25,1089.65,23803.23,2026-02-06,0,1.0
INV-2022-0157,2021-10-22,10,2021-11-25,Net 34,34,USD,V086,Swift Consulting Group,"6909 Venture Blvd, Houston, GA 84532",billing@swift-consulting.com,KF-2014929,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,6287.72,8.25,518.74,3484.64,2021-12-10,1,1.0
INV-2022-0090,2021-01-01,1,2021-01-19,Net 18,18,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,18079.02,7.5,1355.93,48350.72,2021-02-11,1,1.0
INV-2022-0145,2025-03-22,3,2025-06-05,Net 75,75,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,5739.74,7.5,430.48,1.0,2025-06-05,0,1.0
INV-2024-0258,2024-04-27,4,2024-07-08,Net 72,72,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,20837.43,7.0,1458.62,1.0,2024-07-16,1,1.0
INV-2023-0100,2021-10-22,10,2021-11-20,Net 29,29,USD,V075,Titan Energy Co,"6804 Corporate Ln, Dallas, GA 12482",billing@titan-energy.com,XS-8433533,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,5387.49,8.25,444.47,39802.58,2022-01-04,1,1.0
INV-2023-0049,2023-12-11,12,2024-01-28,Net 48,48,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,44837.05,7.0,3138.59,108576.15,2024-01-28,0,1.0
INV-2024-0143,2025-12-31,12,2026-03-12,Net 71,71,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",47,26848.45,8.0,2147.88,1.0,2026-03-12,0,1.0
INV-2022-0109,2021-01-01,1,2021-01-19,Net 18,18,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",27,15169.7,8.25,1251.5,76213.85,2021-01-19,0,1.0
INV-2023-0014,2023-01-06,1,2023-02-02,Net 27,27,USD,V092,Pinnacle Capital Co,"7579 Commerce Blvd, Seattle, FL 84478",billing@pinnacle-capital.com,TS-6703394,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,2073.03,7.0,145.11,1.0,2023-02-02,0,1.0
INV-2022-0204,2022-09-04,9,2022-12-03,Net 90,90,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,1848.88,6.25,115.56,1.0,2022-12-03,0,1.0
INV-2024-0013,2025-12-31,12,2026-01-01,Net 1,1,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",36,28934.62,6.25,1808.41,99156.56,2026-01-01,0,1.0
INV-2024-0118,2024-02-25,2,2024-04-20,Net 55,55,USD,V054,Swift Medical Group,"324 Market St, Dallas, TX 88477",billing@swift-medical.com,FE-9671370,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,41124.46,8.5,3495.58,49724.99,2024-04-20,0,1.0
INV-2023-0003,2024-01-22,1,2024-03-13,Net 51,51,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,3063.4,8.5,260.39,59613.85,2024-03-30,1,1.0
INV-2024-0239,2025-08-23,8,2025-08-24,Net 1,1,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,24365.54,8.5,2071.07,6324.43,2025-09-07,1,1.0
INV-2022-0092,2021-01-05,1,2021-01-06,Net 1,1,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,41269.37,7.5,3095.2,59281.35,2021-01-06,0,1.0
INV-2024-0230,2024-10-24,10,2025-01-05,Net 73,73,USD,V031,Titan Capital LLC,"2971 Industrial Dr, San Francisco, GA 11015",billing@titan-capital.com,AV-9416320,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,1329.44,8.25,109.68,1.0,2025-01-05,0,1.0
INV-2023-0213,2021-01-01,1,2021-02-03,Net 33,33,USD,V049,Global Freight Corp,"2572 Enterprise Ave, New York, FL 64553",billing@global-freight.com,BX-2314532,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",26,2116.62,8.25,174.62,22878.36,2021-02-03,0,1.0
INV-2023-0116,2025-02-03,2,2025-03-11,Net 36,36,USD,V006,Apex Solutions Co,"2241 Market St, San Francisco, AZ 45247",billing@apex-solutions.com,UG-6698848,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,48571.97,6.25,3035.75,54694.1,2025-03-11,0,1.0
INV-2022-0062,2021-01-01,1,2021-01-25,Net 24,24,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",14,21174.52,9.0,1905.71,35738.62,2021-01-25,0,1.0
INV-2022-0208,2023-10-03,10,2023-10-04,Net 1,1,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,33258.0,6.25,2078.62,29488.79,2023-10-04,0,1.0
INV-2023-0050,2021-01-01,1,2021-02-24,Net 54,54,USD,V020,Titan Systems LLC,"2639 Commerce Blvd, New York, GA 31677",billing@titan-systems.com,MH-7646705,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,20458.78,8.0,1636.7,47101.32,2021-02-24,0,1.0
INV-2022-0080,2022-07-08,7,2022-07-09,Net 1,1,USD,V061,Prime Solutions Co,"3787 Innovation Rd, Austin, GA 77506",billing@prime-solutions.com,FF-4369538,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",34,45013.39,7.0,3150.94,131767.59,2022-08-10,1,1.0
INV-2022-0198,2022-11-10,11,2022-11-28,Net 18,18,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33953.23,8.5,2886.02,32936.07,2022-12-13,1,1.0
INV-2024-0010,2024-12-18,12,2025-03-06,Net 78,78,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,41451.46,8.5,3523.37,25670.63,2025-04-01,1,1.0
INV-2023-0164,2023-01-12,1,2023-02-14,Net 33,33,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,35650.68,7.5,2673.8,53489.17,2023-03-10,1,1.0
INV-2024-0203,2024-08-15,8,2024-11-06,Net 83,83,USD,V015,Prime Parts Group,"3540 Corporate Ln, Miami, CO 78450",billing@prime-parts.com,IQ-6781565,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,15995.98,7.0,1119.72,1.0,2024-11-06,0,1.0
INV-2022-0238,2025-05-12,5,2025-05-13,Net 1,1,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,5023.02,8.5,426.96,1.0,2025-05-13,0,1.0
INV-2024-0066,2024-01-23,1,2024-01-24,Net 1,1,USD,V069,Titan Security Corp,"1892 Enterprise Ave, San Francisco, AZ 11645",billing@titan-security.com,DV-7671318,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",21,36709.07,7.5,2753.18,45526.44,2024-01-24,0,1.0
INV-2024-0059,2024-02-11,2,2024-02-12,Net 1,1,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,47187.15,8.25,3892.94,94862.51,2024-02-16,1,1.0
INV-2024-0235,2024-10-03,10,2024-10-04,Net 1,1,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,12932.88,7.0,905.3,8020.74,2024-10-04,0,1.0
INV-2024-0266,2024-02-09,2,2024-02-26,Net 17,17,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,45128.36,8.5,3835.91,14592.29,2024-02-29,1,1.0
INV-2024-0278,2025-02-03,2,2025-02-04,Net 1,1,USD,V011,Acme Legal Group,"5826 Industrial Dr, Austin, CA 37350",billing@acme-legal.com,QZ-5833177,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,34986.41,9.0,3148.78,47768.21,2025-03-17,1,1.0
INV-2022-0251,2023-09-15,9,2023-09-16,Net 1,1,USD,V083,Metro Freight Group,"3694 Venture Blvd, Houston, NY 86918",billing@metro-freight.com,LT-7193956,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",22,22308.39,6.25,1394.27,49767.86,2023-09-27,1,1.0
INV-2024-0224,2024-11-18,11,2025-02-16,Net 90,90,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,1775.6,8.0,142.05,1.0,2025-03-02,1,1.0
INV-2023-0244,2025-04-02,4,2025-04-03,Net 1,1,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,15572.38,6.25,973.27,6540.3,2025-04-22,1,1.0
INV-2023-0151,2023-02-12,2,2023-02-13,Net 1,1,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,25096.33,9.0,2258.67,1.0,2023-03-13,1,1.0
INV-2023-0228,2024-11-25,11,2024-11-26,Net 1,1,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,22391.49,7.0,1567.4,39167.5,2024-11-26,0,1.0
INV-2024-0041,2024-02-03,2,2024-02-26,Net 23,23,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,3093.37,7.5,232.0,58703.11,2024-02-26,0,1.0
INV-2023-0161,2023-01-27,1,2023-04-18,Net 81,81,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,12132.22,8.25,1000.91,190826.18,2023-04-18,0,1.0
INV-2023-0167,2023-09-08,9,2023-09-10,Net 2,2,USD,V045,Apex Freight Co,"6909 Innovation Rd, Austin, GA 15122",billing@apex-freight.com,OW-4708654,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,11958.02,7.0,837.06,7653.93,2023-09-10,0,1.0
INV-2023-0092,2025-12-31,12,2026-01-01,Net 1,1,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,21290.2,7.5,1596.77,24016.74,2026-01-27,1,1.0
INV-2024-0186,2023-08-02,8,2023-10-31,Net 90,90,USD,V016,Summit Freight Inc,"1465 Tech Park Way, Dallas, FL 26779",billing@summit-freight.com,IS-7197323,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,16028.47,9.0,1442.56,161005.04,2023-11-12,1,1.0
INV-2023-0098,2022-12-25,12,2022-12-26,Net 1,1,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,48703.12,7.0,3409.22,52066.63,2023-01-22,1,1.0
INV-2022-0019,2022-08-17,8,2022-08-31,Net 14,14,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",30,45260.04,9.0,4073.4,1.0,2022-08-31,0,1.0
INV-2023-0024,2021-01-01,1,2021-03-20,Net 78,78,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",42,20819.54,7.5,1561.47,28144.36,2021-03-20,0,1.0
INV-2024-0216,2024-09-29,9,2024-12-26,Net 88,88,USD,V081,Acme Consulting Group,"5719 Enterprise Ave, New York, IL 96925",billing@acme-consulting.com,WP-5241361,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,40956.61,8.25,3378.92,57248.19,2025-01-31,1,1.0
INV-2024-0089,2022-07-07,7,2022-08-16,Net 40,40,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,43599.08,8.5,3705.92,1.0,2022-08-30,1,1.0
INV-2024-0072,2023-06-10,6,2023-06-11,Net 1,1,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,43596.38,8.25,3596.7,33609.85,2023-06-11,0,1.0
INV-2023-0067,2023-10-11,10,2024-01-09,Net 90,90,USD,V067,Horizon Parts Group,"7883 Industrial Dr, Atlanta, TX 66942",billing@horizon-parts.com,HK-3792427,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,34843.38,8.0,2787.47,108743.15,2024-02-20,1,1.0
INV-2023-0258,2021-06-11,6,2021-06-12,Net 1,1,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,38127.97,8.0,3050.24,139636.17,2021-06-12,0,1.0
INV-2024-0276,2024-05-26,5,2024-06-16,Net 21,21,USD,V025,Acme Supplies Group,"7676 Innovation Rd, Dallas, OH 77641",billing@acme-supplies.com,LM-5848287,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20681.93,7.0,1447.74,22357.46,2024-07-22,1,1.0
INV-2023-0249,2022-06-12,6,2022-06-16,Net 4,4,USD,V030,Delta Solutions Group,"2879 Tech Park Way, New York, CA 66178",billing@delta-solutions.com,EO-6187480,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,35009.6,8.25,2888.29,56852.48,2022-07-15,1,1.0
INV-2022-0102,2024-05-02,5,2024-05-03,Net 1,1,USD,V100,Swift Capital Corp,"2767 Industrial Dr, Austin, IL 12983",billing@swift-capital.com,ZW-2841648,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,44836.65,8.0,3586.93,68358.27,2024-05-22,1,1.0
INV-2024-0138,2022-09-20,9,2022-11-24,Net 65,65,USD,V038,Horizon Freight Corp,"1431 Trade Center Dr, New York, TX 52318",billing@horizon-freight.com,WJ-2296516,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,33783.0,6.25,2111.44,6523.08,2022-12-26,1,1.0
INV-2024-0077,2022-11-17,11,2023-02-13,Net 88,88,USD,V004,Metro Medical Inc,"7905 Business Pkwy, Atlanta, WA 66556",billing@metro-medical.com,UA-8474447,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",18,2742.08,9.0,246.79,1.0,2023-02-13,0,1.0
INV-2023-0177,2024-11-03,11,2024-12-28,Net 55,55,USD,V037,Delta Logistics Co,"4773 Tech Park Way, Miami, OH 75215",billing@delta-logistics.com,BF-1317537,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,13896.88,7.0,972.78,26760.78,2025-01-06,1,1.0
INV-2022-0201,2024-04-18,4,2024-05-27,Net 39,39,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",42,48875.36,8.5,4154.41,41518.61,2024-07-01,1,1.0
INV-2024-0004,2024-10-04,10,2025-01-02,Net 90,90,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",26,49266.14,7.0,3448.63,53627.88,2025-01-12,1,1.0
INV-2022-0188,2021-03-06,3,2021-03-07,Net 1,1,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,25285.19,8.5,2149.24,83239.61,2021-04-07,1,1.0
INV-2022-0075,2024-04-15,4,2024-04-16,Net 1,1,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,28031.44,8.0,2242.52,1.0,2024-04-16,0,1.0
INV-2024-0100,2024-07-27,7,2024-10-25,Net 90,90,USD,V050,Alpha Logistics Inc,"1560 Business Pkwy, San Francisco, OH 11605",billing@alpha-logistics.com,WP-3255363,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",37,44550.71,8.0,3564.06,56147.57,2024-11-22,1,1.0
INV-2024-0181,2025-04-12,4,2025-06-01,Net 50,50,USD,V053,Pinnacle Labs LLC,"946 Innovation Rd, Seattle, NY 98236",billing@pinnacle-labs.com,LE-1064323,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,13024.8,8.0,1041.98,43273.1,2025-06-27,1,1.0
INV-2024-0191,2024-07-10,7,2024-10-08,Net 90,90,USD,V075,Titan Energy Co,"6804 Corporate Ln, Dallas, GA 12482",billing@titan-energy.com,XS-8433533,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,33855.03,8.25,2793.04,53129.32,2024-10-11,1,1.0
INV-2024-0084,2024-06-18,6,2024-09-16,Net 90,90,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,38408.54,7.0,2688.6,1.0,2024-09-16,0,1.0
INV-2024-0177,2021-02-09,2,2021-04-04,Net 54,54,USD,V030,Delta Solutions Group,"2879 Tech Park Way, New York, CA 66178",billing@delta-solutions.com,EO-6187480,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,7598.07,8.25,626.84,127474.05,2021-04-04,0,1.0
INV-2024-0157,2024-10-31,10,2025-01-26,Net 87,87,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,31453.84,6.25,1965.87,108608.19,2025-01-26,0,1.0
INV-2024-0236,2022-11-10,11,2022-11-11,Net 1,1,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,11010.53,6.25,688.16,1.0,2022-11-11,0,1.0
INV-2022-0061,2021-06-30,6,2021-07-01,Net 1,1,USD,V027,Delta Security Inc,"6290 Trade Center Dr, Dallas, TX 78866",billing@delta-security.com,PW-6118922,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,17395.27,7.0,1217.67,4306.34,2021-07-01,0,1.0
INV-2022-0222,2021-01-01,1,2021-01-02,Net 1,1,USD,V012,Beacon Tech LLC,"517 Tech Park Way, Atlanta, GA 13267",billing@beacon-tech.com,ZU-3922097,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,23534.18,6.25,1470.89,1.0,2021-01-02,0,1.0
INV-2024-0068,2025-12-31,12,2026-03-31,Net 90,90,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,24394.32,7.0,1707.6,180239.7,2026-03-31,0,1.0
INV-2023-0065,2023-04-08,4,2023-06-12,Net 65,65,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,33359.31,8.5,2835.54,15908.6,2023-06-12,0,1.0
INV-2023-0189,2023-05-16,5,2023-06-10,Net 25,25,USD,V015,Prime Parts Group,"3540 Corporate Ln, Miami, CO 78450",billing@prime-parts.com,IQ-6781565,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,29055.62,8.25,2397.09,43537.38,2023-07-01,1,1.0
INV-2023-0212,2023-12-14,12,2024-01-04,Net 21,21,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,42071.11,8.5,3576.04,72482.13,2024-01-04,0,1.0
INV-2022-0012,2022-05-23,5,2022-06-28,Net 36,36,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,35878.58,8.0,2870.29,1.0,2022-06-28,0,1.0
INV-2022-0199,2025-10-05,10,2025-11-20,Net 46,46,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,30471.32,6.25,1904.46,13828.14,2025-11-20,0,1.0
INV-2024-0193,2024-01-13,1,2024-02-08,Net 26,26,USD,V020,Titan Systems LLC,"2639 Commerce Blvd, New York, GA 31677",billing@titan-systems.com,MH-7646705,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,15143.29,8.25,1249.32,1.0,2024-02-13,1,1.0
INV-2024-0042,2024-02-20,2,2024-03-07,Net 16,16,USD,V068,Nexus Energy Group,"3976 Innovation Rd, Seattle, TX 75310",billing@nexus-energy.com,ZI-9887324,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,6824.85,9.0,614.24,1.0,2024-03-13,1,1.0
INV-2022-0041,2022-06-19,6,2022-09-17,Net 90,90,USD,V012,Beacon Tech LLC,"517 Tech Park Way, Atlanta, GA 13267",billing@beacon-tech.com,ZU-3922097,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,33420.27,8.5,2840.72,54248.02,2022-10-19,1,1.0
INV-2024-0158,2024-11-18,11,2024-11-19,Net 1,1,USD,V015,Prime Parts Group,"3540 Corporate Ln, Miami, CO 78450",billing@prime-parts.com,IQ-6781565,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",30,41660.16,9.0,3749.41,1.0,2024-11-19,0,1.0
INV-2022-0237,2022-09-09,9,2022-09-15,Net 6,6,USD,V005,Apex Logistics Co,"7104 Corporate Ln, Austin, AZ 77215",billing@apex-logistics.com,SE-9744220,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,32422.69,7.5,2431.7,1.0,2022-10-28,1,1.0
INV-2023-0102,2025-08-21,8,2025-08-22,Net 1,1,USD,V097,Beacon Logistics LLC,"5487 Venture Blvd, Atlanta, AZ 37935",billing@beacon-logistics.com,JP-4813270,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,18151.51,7.5,1361.36,123096.5,2025-09-14,1,1.0
